be_cf_id
104460674
134303439
53984461
138936583
129062003
116042487
99395240
118824214
134106102
110591897
116895390
118461175
120403120
135839532
109036727
99366790
101861300
101861496
109755684
105291867
80460544
110086522
110108958
104238056
116895984
116889943
129319675
134280464
134357459
110883099
101882024
120153221
119951810
125357473
128714625
119894889
104443862
119587288
106967935
132239094
133573563
123699136
141502290
106228338
107393754
114501297
110413586
115152344
115152350
115145610
115219314
51610661
51610665
51610699
51610700
133768703
51610719
51610720
51610722
51610723
51610730
127811417
59968546
51610846
51610849
51610856
51610886
51610920
51610921
100246613
114377176
51611012
51611023
51611026
51611028
51611031
51611067
51611072
100708385
119097278
51611214
112219365
112218134
107471294
123623700
134698436
82367807
129319687
134271925
121031680
127595996
92300401
111182129
111122387
126556308
110640029
91439774
131250660
124024512
121120824
132224800
132224795
134919786
100317950
107409047
128207445
123948715
100847737
100222650
121398591
139901671
120889014
117357039
101868113
124228349
101868132
118622859
113065427
139899883
126293296
108728265
100902617
110883255
136883734
113065104
91901686
143164374
109756152
125096813
96544090
97218996
101736350
96584300
97196893
106964960
117064692
110258731
133221137
116890241
140460274
112304762
110629059
117044966
83845124
142764295
120404409
92070901
111303191
109002744
84425895
84425840
100652596
52209322
126066573
128472318
91324039
133104398
133008098
85855832
121815934
91796964
123165312
128097640
80293470
113495018
116892688
134929757
84392191
114677098
143210875
104892241
127854127
100203796
125752987
112777266
132041771
136062767
99405844
57174631
133812858
52209749
61955219
92019619
101848336
121463803
133197197
116893936
107536968
123359642
132785954
100204177
114348555
114347724
55210825
51657635
84091621
100590536
100451716
119595205
92388486
100204160
104145294
109688614
91228163
80737137
127599410
138485529
118438848
139309490
119991256
107523904
120041164
91469739
113022062
61211598
53980482
120166364
54652514
96270481
105799464
96270478
112258541
100583171
54222648
114396422
133150051
106928206
129819967
79493600
126587473
100304764
126587654
55563235
51663745
54787374
108294015
123000509
130472453
81823939
54581164
129317271
55563264
61955776
100107455
59716062
99368902
51647358
51648739
51648962
119892738
119371347
51683563
134765669
51651463
114511730
112477500
109027278
51657562
54608778
51654662
54401248
118620525
121281896
54087051
106402248
59712384
105195021
120057867
105285371
133735519
100582002
119569502
135744880
85659627
58213506
51669900
59360677
113660455
134286275
120072323
58802704
51670171
100365210
83643394
96351119
105596915
81305308
119874295
111351268
119957832
116874151
139404521
140111779
133742831
122770865
102555892
51670329
51670313
105397926
51670331
60110434
134111098
51670326
117260936
99958467
126162810
119208226
140562175
51670454
122127419
139429528
132867147
51670484
118236555
99954765
114429713
108416303
102559293
103984652
121265743
135798441
109471907
100611427
97516388
79562048
60028479
51670311
51670321
51670324
119043422
51670335
116490277
112312008
128611623
51670435
51670443
143128356
111089608
97952477
131203715
102559758
102559254
91899554
100450504
131992577
114870020
54285025
51672061
51672086
51672090
103209310
125177877
127641218
51670866
121693729
121690010
120206928
120208493
80882469
126675367
110713977
116997163
120200548
120200600
120213449
119325418
120206425
114504511
107697685
117060419
117155094
114503373
51672795
51672785
51672782
115282333
113588004
112269799
112239395
114462714
109065028
51672778
114175447
53981196
105417991
105416856
51673026
92391686
97416360
84382104
136701242
109092271
92391594
123567088
91459962
129069664
133292584
119576176
105544921
132666577
126475547
58321199
93821642
121693751
121685115
120234579
120206383
120199807
120209635
120203173
124664201
91817766
51826146
120214875
120200570
120215888
120207100
120200580
118954474
128188264
109027653
132852581
100321923
125933133
119328965
103280893
61840028
126470146
135748286
135789009
136330242
124716562
103801077
119362510
113423604
80587246
122900314
116603276
114351554
114361599
114175441
114175446
114175457
113683404
109052835
108700379
108686521
106681512
105396641
105396648
104654577
104666956
51673037
132164142
51678659
51673471
107436398
91224962
116893419
123359708
127768123
54445234
114403183
110259459
116890538
123369318
131235281
121684843
127996264
58058147
58058143
58058120
58058142
51684094
133735784
135812714
121872360
118587203
100288846
99869993
121478700
135119882
136996841
134903283
119075844
79097836
104413332
131236608
124824681
115006969
95070825
118591886
134621159
121753686
78954785
100470563
58058121
112773172
100563322
118772575
120211404
101950203
126543905
119576133
118623416
51679794
51679806
91277172
113691622
85485074
113044482
128480111
132158640
83815675
99905284
118983309
118982754
82264835
134369935
113013511
103731325
91210907
141813166
142492659
104213626
119467926
116491329
100515245
108756040
133153796
58058116
58058125
137367238
106128202
106550894
137652460
142226928
118582714
134326450
136103304
55496464
52194872
56578290
56263815
122519744
103840920
51680514
134050609
51681598
53411373
106983757
128549385
114662664
133574252
119457890
52156681
96302801
92318877
119838683
52156688
104213430
110811022
123949145
117223117
126383305
104531500
125203540
113569713
127591408
116895503
135889686
52157118
127801442
119272519
99369846
56286599
52157375
116893967
52157380
137052698
137052749
137052751
97715963
58008807
58008783
97715837
97715838
54686536
97715928
97715715
97715944
54686568
97715828
97715795
52156637
104205662
91509414
97715754
97715766
97715957
97715941
120655080
52156766
97715862
97715844
97715790
126383597
120834056
97715750
125400522
125400637
125399974
125399972
126383269
77787851
109194684
109194562
109194579
109194676
114341248
130724095
109194523
54686571
107633224
136469615
112286353
51683143
97715960
97715864
125109149
112243915
94963986
61776450
132856326
52158353
141739361
61776454
131235292
61774144
52158333
61773228
61773740
61774594
120834023
52157128
119890982
109033707
135775621
143775324
104158807
137052750
105419374
143775546
124504021
52158796
124504042
137190437
141256244
97715911
52158901
110627438
136996844
124776513
142492696
126383272
125400016
52158345
61776458
61773239
52158382
61774148
115217904
92317046
61774580
143775511
92257016
55563146
51683559
51683737
52158661
104512089
139410042
53428282
140572730
52158302
116972742
111204263
115965576
135745834
122104760
61776419
136469379
111202511
128953646
116895255
86161676
78060701
53428267
132815840
132005727
54230183
55641494
52158847
108034750
131410133
91547200
119772489
105812195
97715955
129058766
129058880
81818977
114866478
120892422
100441580
100583133
126544306
85095107
122087004
119697386
58574884
131231836
58575180
113425360
135796203
135815311
110300738
96755899
143775332
136594267
91432468
129817306
117259880
85994718
135811050
105295351
133183617
108283677
100710122
100109883
55645532
55645538
55647734
58574872
95576787
97715966
106961963
117144963
100585786
91386857
111403727
116644701
85652531
124058335
111204385
124554510
124554566
96249023
100221910
124304921
109090927
80762686
121267122
115197553
136547437
136475750
105372917
112705478
112708239
112705306
100603805
112707465
122345283
116430503
59355443
104221098
135854686
55865747
55865367
123072204
97315478
137546726
101242338
134879539
111417570
92069850
136584782
138651621
106128210
132039204
123361979
123359693
121189025
118670640
112708881
92067988
100744113
141981728
109194638
127445325
128937434
130073101
111355085
92207966
110250582
137332070
109549879
53872023
120224061
53192580
53194949
123693008
136469916
124043038
98485344
100802304
134271808
126565329
140902398
123359656
136334792
110635123
103337418
92388908
79090849
119892822
84394352
143510745
120569347
99404391
78577699
133738499
107637194
124431665
126069660
97953093
135036342
118573694
127601846
79512659
104945529
134780733
81818856
118637893
105199781
134891062
140619717
135831972
80824950
114355075
58126160
113426326
100160599
124216639
135821955
130587055
116942354
102970898
55866731
134918980
85267284
131234629
58311067
126541460
100816616
91823059
126466269
54087096
54087061
54087128
109194673
100802783
142504221
133606529
138636412
126383281
54087086
141812545
105291489
57137714
78922982
122801449
128467034
143435244
91401301
100574331
113571947
122100762
103843072
136710498
139369204
132155561
132163042
133111376
136652355
136335365
133496223
81027224
119840933
119842508
136774457
119841682
124045111
118952084
100204915
100137232
58124943
134085330
141309826
58235262
91256488
115724373
136585903
128018101
129651079
115073675
118618188
102977167
119374667
101021836
85306768
130398670
100434034
117137735
118095347
105367300
115090101
139902141
131233054
100801313
54430992
128738968
53532625
113413889
116894864
133674603
91327859
116154568
114985354
55961007
97991174
85687491
105369634
92300890
92358073
122582295
97420108
97967079
135825994
134904018
96372192
125181123
99359815
91513959
135890440
57132698
116012822
131492666
114487834
119582855
123947712
54087408
54087031
102213005
105060934
118602434
135811208
120995535
141262939
92282598
104487176
51702059
126248820
98515240
54173851
134062030
91477094
104266782
51705712
128839372
106680007
114870390
99989881
77788389
